order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,city,category,product_name,quantity,unit_price,discount,sales,profit,profit_margin,order_year,order_month,order_quarter,order_month_name,order_year_month,days_to_ship,discount_band,sales_band,is_profitable,customer_ltv,customer_tier,revenue_share_pct
ORD-00287,2022-01-22,2022-01-27,Standard Class,CUST-0132,Manish Yadav,Consumer,West,Mumbai,Home & Kitchen,Vacuum Cleaner,2,6259.96,0.05,11893.92,3571.74,30.03,2022,1,1,Jan,2022-01,5,Low (1-10%),₹10K–30K,True,283028.06,Gold,0.0184
ORD-03615,2022-01-22,2022-01-26,Second Class,CUST-0173,Vikram Gupta,Consumer,East,Ranchi,Home & Kitchen,Vacuum Cleaner,2,6309.55,0.3,8833.37,1121.49,12.7,2022,1,1,Jan,2022-01,4,High (21-30%),₹2K–10K,True,275051.88,Gold,0.0136
ORD-00461,2022-01-22,2022-01-27,Second Class,CUST-0095,Arjun Yadav,Corporate,South,Coimbatore,Electronics,Smartwatch Series 5,2,7600.11,0.05,14440.21,3449.41,23.89,2022,1,1,Jan,2022-01,5,Low (1-10%),₹10K–30K,True,158140.53,Gold,0.0223
ORD-04783,2022-01-23,2022-01-30,Standard Class,CUST-0168,Ravi Pandey,Consumer,North,Amritsar,Sports & Fitness,Badminton Racket Set,2,1558.26,0.0,3116.52,1308.94,42.0,2022,1,1,Jan,2022-01,7,No Discount,₹2K–10K,True,389666.37,Platinum,0.0048
ORD-04109,2022-01-23,2022-01-30,Standard Class,CUST-0293,Dhruv Reddy,Corporate,South,Bangalore,Sports & Fitness,Cycling Helmet,1,2299.92,0.4,1379.95,162.28,11.76,2022,1,1,Jan,2022-01,7,Very High (>30%),< ₹2K,True,94840.85,Silver,0.0021
ORD-01067,2022-01-24,2022-01-29,Second Class,CUST-0133,Dhruv Mehta,Consumer,North,Lucknow,Home & Kitchen,Water Purifier RO,1,9200.04,0.0,9200.04,2576.01,28.0,2022,1,1,Jan,2022-01,5,No Discount,₹2K–10K,True,112196.59,Silver,0.0142
ORD-03906,2022-01-24,2022-01-28,Second Class,CUST-0097,Ishaan Verma,Corporate,East,Patna,Electronics,Smartphone Lite,1,10178.53,0.3,7124.97,452.29,6.35,2022,1,1,Jan,2022-01,4,High (21-30%),₹2K–10K,True,389017.34,Platinum,0.011
ORD-04462,2022-01-25,2022-01-25,Same Day,CUST-0100,Kavya Mehta,Consumer,South,Chennai,Books & Stationery,Notebook Premium A4,5,213.5,0.1,960.75,413.61,43.05,2022,1,1,Jan,2022-01,0,Low (1-10%),< ₹2K,True,158415.29,Gold,0.0015
ORD-00852,2022-01-25,2022-01-30,Standard Class,CUST-0101,Vikas Sharma,Consumer,South,Hyderabad,Home & Kitchen,Bedsheet Set King,2,1889.45,0.3,2645.23,702.7,26.56,2022,1,1,Jan,2022-01,5,High (21-30%),₹2K–10K,True,191681.34,Gold,0.0041
ORD-02868,2022-01-25,2022-01-31,Standard Class,CUST-0086,Ravi Pandey,Consumer,North,Chandigarh,Electronics,"Monitor 27"" 4K",1,22305.19,0.15,18959.41,2629.67,13.87,2022,1,1,Jan,2022-01,6,Medium (11-20%),₹10K–30K,True,480988.08,Platinum,0.0293
ORD-00722,2022-01-26,2022-02-01,Standard Class,CUST-0046,Chetan Sinha,Corporate,South,Hyderabad,Clothing,Winter Jacket,1,4421.35,0.1,3979.22,1541.75,38.75,2022,1,1,Jan,2022-01,6,Low (1-10%),₹2K–10K,True,214688.45,Gold,0.0061
ORD-01275,2022-01-26,2022-01-31,Standard Class,CUST-0078,Neha Pandey,Consumer,East,Bhubaneswar,Books & Stationery,MBA Case Studies,1,722.38,0.0,722.38,279.13,38.64,2022,1,1,Jan,2022-01,5,No Discount,< ₹2K,True,121274.84,Silver,0.0011
ORD-01129,2022-01-26,2022-02-01,Standard Class,CUST-0252,Suresh Pandey,Consumer,South,Kochi,Electronics,"Laptop Pro 15""",1,57560.85,0.25,43170.64,5484.83,12.71,2022,1,1,Jan,2022-01,6,High (21-30%),₹30K–1L,True,291023.1,Gold,0.0666
ORD-04381,2022-01-27,2022-02-01,Standard Class,CUST-0232,Zara Chopra,Consumer,North,Chandigarh,Electronics,USB-C Hub,1,1828.42,0.2,1462.74,374.46,25.6,2022,1,1,Jan,2022-01,5,Medium (11-20%),< ₹2K,True,103748.11,Silver,0.0023
ORD-01427,2022-01-27,2022-02-03,Standard Class,CUST-0072,Bhavesh Gupta,Consumer,North,Amritsar,Clothing,Sneakers Classic,1,3047.38,0.0,3047.38,1279.9,42.0,2022,1,1,Jan,2022-01,7,No Discount,₹2K–10K,True,154903.01,Gold,0.0047
ORD-04119,2022-01-28,2022-02-01,First Class,CUST-0110,Manish Chatterjee,Consumer,East,Kolkata,Home & Kitchen,Sofa Cushion Set,1,1169.46,0.25,877.1,257.41,29.35,2022,1,1,Jan,2022-01,4,High (21-30%),< ₹2K,True,147706.91,Silver,0.0014
ORD-00328,2022-01-28,2022-02-01,First Class,CUST-0142,Suresh Yadav,Consumer,South,Chennai,Electronics,"Laptop Air 13""",3,40223.64,0.1,108603.83,18701.58,17.22,2022,1,1,Jan,2022-01,4,Low (1-10%),> ₹1L,True,270749.54,Gold,0.1676
ORD-02325,2022-01-29,2022-02-01,First Class,CUST-0266,Manish Gupta,Corporate,South,Bangalore,Electronics,Smartphone X12,1,17632.84,0.35,11461.35,801.5,6.99,2022,1,1,Jan,2022-01,3,Very High (>30%),₹10K–30K,True,288196.23,Gold,0.0177
ORD-03554,2022-01-29,2022-02-01,Second Class,CUST-0079,Priya Pillai,Consumer,South,Hyderabad,Electronics,Smartphone Lite,2,10401.21,0.15,17682.06,2033.0,11.5,2022,1,1,Jan,2022-01,3,Medium (11-20%),₹10K–30K,True,246352.91,Gold,0.0273
ORD-01862,2022-01-29,2022-02-01,Second Class,CUST-0028,Tanvi Iyer,Consumer,South,Chennai,Books & Stationery,Data Science Handbook,1,665.42,0.0,665.42,279.48,42.0,2022,1,1,Jan,2022-01,3,No Discount,< ₹2K,True,195381.34,Gold,0.001
ORD-02136,2022-01-30,2022-02-06,Standard Class,CUST-0175,Farhan Shah,Corporate,East,Bhubaneswar,Sports & Fitness,Football Nike,2,1812.48,0.05,3443.71,1153.23,33.49,2022,1,1,Jan,2022-01,7,Low (1-10%),₹2K–10K,True,113571.09,Silver,0.0053
ORD-02506,2022-01-31,2022-02-06,Standard Class,CUST-0057,Vikram Iyer,Consumer,West,Surat,Books & Stationery,Data Science Handbook,1,624.7,0.05,593.46,237.62,40.04,2022,1,1,Jan,2022-01,6,Low (1-10%),< ₹2K,True,104194.2,Silver,0.0009
ORD-03685,2022-01-31,2022-02-04,First Class,CUST-0058,Zara Sinha,Consumer,North,Delhi,Books & Stationery,Notebook Premium A4,5,209.22,0.2,836.88,267.8,32.0,2022,1,1,Jan,2022-01,4,Medium (11-20%),< ₹2K,True,40499.79,Bronze,0.0013
ORD-04377,2022-02-01,2022-02-05,First Class,CUST-0086,Ravi Pandey,Consumer,North,Chandigarh,Clothing,Formal Trousers,1,1867.83,0.15,1587.66,579.5,36.5,2022,2,1,Feb,2022-02,4,Medium (11-20%),< ₹2K,True,480988.08,Platinum,0.0024
ORD-02383,2022-02-01,2022-02-05,Second Class,CUST-0275,Rajesh Yadav,Consumer,East,Kolkata,Clothing,Sneakers Classic,5,3243.21,0.35,10540.43,1506.94,14.3,2022,2,1,Feb,2022-02,4,Very High (>30%),₹10K–30K,True,99078.2,Silver,0.0163
ORD-02984,2022-02-01,2022-02-06,Standard Class,CUST-0255,Kavya Chopra,Consumer,South,Bangalore,Sports & Fitness,Jump Rope Speed,1,445.79,0.0,445.79,271.49,60.9,2022,2,1,Feb,2022-02,5,No Discount,< ₹2K,True,277202.4,Gold,0.0007
ORD-03142,2022-02-02,2022-02-09,Standard Class,CUST-0163,Neha Malhotra,Corporate,East,Patna,Clothing,Men's Formal Shirt,1,1185.59,0.1,1067.03,442.73,41.49,2022,2,1,Feb,2022-02,7,Low (1-10%),< ₹2K,True,252698.92,Gold,0.0016
ORD-01919,2022-02-03,2022-02-06,Second Class,CUST-0008,Kiran Yadav,Home Office,West,Ahmedabad,Electronics,"Laptop Pro 15""",3,56262.84,0.15,143470.24,25345.45,17.67,2022,2,1,Feb,2022-02,3,Medium (11-20%),> ₹1L,True,477276.15,Platinum,0.2214
ORD-01922,2022-02-03,2022-02-08,Standard Class,CUST-0276,Tanvi Shah,Consumer,North,Amritsar,Books & Stationery,Notebook Premium A4,1,209.67,0.0,209.67,104.84,50.0,2022,2,1,Feb,2022-02,5,No Discount,< ₹2K,True,114858.06,Silver,0.0003
ORD-04932,2022-02-03,2022-02-09,Standard Class,CUST-0142,Suresh Yadav,Consumer,South,Chennai,Home & Kitchen,Vacuum Cleaner,5,6643.97,0.1,29897.86,7722.61,25.83,2022,2,1,Feb,2022-02,6,Low (1-10%),₹10K–30K,True,270749.54,Gold,0.0461
ORD-03257,2022-02-04,2022-02-08,Second Class,CUST-0287,Nikhil Pandey,Consumer,West,Nagpur,Clothing,Ethnic Saree,2,3456.02,0.2,5529.63,1946.43,35.2,2022,2,1,Feb,2022-02,4,Medium (11-20%),₹2K–10K,True,200580.67,Gold,0.0085
ORD-04066,2022-02-04,2022-02-09,Standard Class,CUST-0050,Farhan Das,Consumer,South,Coimbatore,Sports & Fitness,Yoga Mat Premium,4,1879.86,0.3,5263.61,1144.05,21.74,2022,2,1,Feb,2022-02,5,High (21-30%),₹2K–10K,True,205565.36,Gold,0.0081
ORD-00109,2022-02-06,2022-02-11,Standard Class,CUST-0249,Rohit Joshi,Home Office,South,Coimbatore,Home & Kitchen,Pressure Cooker 5L,1,2026.22,0.3,1418.35,274.03,19.32,2022,2,1,Feb,2022-02,5,High (21-30%),< ₹2K,True,313602.77,Platinum,0.0022
ORD-01786,2022-02-06,2022-02-08,First Class,CUST-0077,Farhan Chatterjee,Corporate,East,Patna,Clothing,Winter Jacket,4,4606.57,0.05,17504.97,6594.83,37.67,2022,2,1,Feb,2022-02,2,Low (1-10%),₹10K–30K,True,169072.51,Gold,0.027
ORD-02339,2022-02-06,2022-02-12,Standard Class,CUST-0094,Vikram Das,Corporate,North,Delhi,Electronics,Smartwatch Series 5,5,8382.11,0.0,41910.55,10477.64,25.0,2022,2,1,Feb,2022-02,6,No Discount,₹30K–1L,True,208016.37,Gold,0.0647
ORD-00260,2022-02-07,2022-02-12,Standard Class,CUST-0248,Sakshi Das,Home Office,West,Surat,Electronics,Tablet Ultra,1,25985.48,0.0,25985.48,6002.64,23.1,2022,2,1,Feb,2022-02,5,No Discount,₹10K–30K,True,334708.07,Platinum,0.0401
ORD-04128,2022-02-08,2022-02-15,Standard Class,CUST-0015,Akash Pandey,Consumer,South,Hyderabad,Clothing,Ethnic Saree,1,3549.34,0.0,3549.34,1863.4,52.5,2022,2,1,Feb,2022-02,7,No Discount,₹2K–10K,True,165730.06,Gold,0.0055
ORD-02030,2022-02-08,2022-02-13,Second Class,CUST-0044,Aisha Das,Home Office,South,Hyderabad,Clothing,Casual Dress,2,2623.44,0.05,4984.54,2524.24,50.64,2022,2,1,Feb,2022-02,5,Low (1-10%),₹2K–10K,True,171422.74,Gold,0.0077
ORD-03886,2022-02-09,2022-02-13,Second Class,CUST-0283,Manish Joshi,Consumer,South,Coimbatore,Electronics,Tablet Ultra,1,25414.83,0.2,20331.86,2869.23,14.11,2022,2,1,Feb,2022-02,4,Medium (11-20%),₹10K–30K,True,242378.27,Gold,0.0314
ORD-01481,2022-02-09,2022-02-09,Same Day,CUST-0129,Vikas Tiwari,Consumer,South,Kochi,Books & Stationery,Data Science Handbook,2,620.7,0.05,1179.33,450.74,38.22,2022,2,1,Feb,2022-02,0,Low (1-10%),< ₹2K,True,579793.69,Platinum,0.0018
ORD-03276,2022-02-09,2022-02-16,Standard Class,CUST-0034,Rahul Tiwari,Home Office,East,Kolkata,Home & Kitchen,Pressure Cooker 5L,1,2077.97,0.0,2077.97,764.69,36.8,2022,2,1,Feb,2022-02,7,No Discount,₹2K–10K,True,398041.55,Platinum,0.0032
ORD-01158,2022-02-09,2022-02-14,Standard Class,CUST-0225,Manish Chatterjee,Consumer,West,Surat,Books & Stationery,Sketch Pad A3,1,428.45,0.15,364.18,134.52,36.94,2022,2,1,Feb,2022-02,5,Medium (11-20%),< ₹2K,True,259743.0,Gold,0.0006
ORD-00727,2022-02-09,2022-02-11,First Class,CUST-0089,Neha Yadav,Home Office,East,Bhubaneswar,Electronics,"Laptop Pro 15""",2,53939.69,0.0,107879.38,21834.78,20.24,2022,2,1,Feb,2022-02,2,No Discount,> ₹1L,True,256087.38,Gold,0.1665
ORD-04902,2022-02-09,2022-02-12,Second Class,CUST-0262,Kiran Yadav,Home Office,East,Kolkata,Clothing,Woollen Sweater,1,2078.8,0.05,1974.86,777.08,39.35,2022,2,1,Feb,2022-02,3,Low (1-10%),< ₹2K,True,143069.24,Silver,0.003
ORD-01339,2022-02-11,2022-02-11,Same Day,CUST-0149,Nikhil Shah,Consumer,West,Surat,Electronics,"Laptop Air 13""",1,43799.73,0.0,43799.73,9635.95,22.0,2022,2,1,Feb,2022-02,0,No Discount,₹30K–1L,True,131975.95,Silver,0.0676
ORD-02760,2022-02-11,2022-02-16,Second Class,CUST-0153,Esha Pandey,Consumer,North,Delhi,Home & Kitchen,Non-Stick Cookware Set,5,3950.11,0.15,16787.97,4411.88,26.28,2022,2,1,Feb,2022-02,5,Medium (11-20%),₹10K–30K,True,232776.18,Gold,0.0259
ORD-00940,2022-02-11,2022-02-14,First Class,CUST-0036,Aarav Sinha,Corporate,East,Ranchi,Electronics,"Monitor 27"" 4K",1,22214.09,0.2,17771.27,1988.11,11.19,2022,2,1,Feb,2022-02,3,Medium (11-20%),₹10K–30K,True,225204.25,Gold,0.0274
ORD-03014,2022-02-11,2022-02-17,Standard Class,CUST-0181,Aarav Bose,Consumer,South,Bangalore,Sports & Fitness,Cricket Bat SS,1,3168.53,0.0,3168.53,1264.24,39.9,2022,2,1,Feb,2022-02,6,No Discount,₹2K–10K,True,385293.35,Platinum,0.0049
ORD-00119,2022-02-12,2022-02-16,Second Class,CUST-0241,Aisha Kapoor,Home Office,South,Kochi,Sports & Fitness,Jump Rope Speed,3,457.56,0.05,1304.05,722.69,55.42,2022,2,1,Feb,2022-02,4,Low (1-10%),< ₹2K,True,160925.26,Gold,0.002
ORD-03188,2022-02-13,2022-02-20,Standard Class,CUST-0201,Esha Tiwari,Corporate,North,Chandigarh,Electronics,Tablet Ultra,4,25586.12,0.05,97227.26,18580.13,19.11,2022,2,1,Feb,2022-02,7,Low (1-10%),₹30K–1L,True,341554.53,Platinum,0.15
ORD-00934,2022-02-13,2022-02-18,Standard Class,CUST-0130,Amit Pillai,Consumer,South,Chennai,Sports & Fitness,Resistance Bands Set,2,943.07,0.3,1320.3,331.61,25.12,2022,2,1,Feb,2022-02,5,High (21-30%),< ₹2K,True,386095.91,Platinum,0.002
ORD-03836,2022-02-14,2022-02-21,Standard Class,CUST-0292,Nikhil Kapoor,Consumer,North,Amritsar,Electronics,USB-C Hub,1,1866.0,0.0,1866.0,746.4,40.0,2022,2,1,Feb,2022-02,7,No Discount,< ₹2K,True,114974.05,Silver,0.0029
ORD-01027,2022-02-14,2022-02-17,Second Class,CUST-0147,Aarav Iyer,Corporate,East,Guwahati,Electronics,USB-C Hub,2,1817.31,0.0,3634.62,1337.54,36.8,2022,2,1,Feb,2022-02,3,No Discount,₹2K–10K,True,178948.61,Gold,0.0056
ORD-02100,2022-02-14,2022-02-20,Standard Class,CUST-0201,Esha Tiwari,Corporate,North,Chandigarh,Clothing,Women's Kurti,1,1439.54,0.2,1151.63,383.26,33.28,2022,2,1,Feb,2022-02,6,Medium (11-20%),< ₹2K,True,341554.53,Platinum,0.0018
ORD-02651,2022-02-14,2022-02-20,Standard Class,CUST-0218,Gaurav Malhotra,Corporate,East,Guwahati,Clothing,Women's Kurti,3,1545.44,0.0,4636.32,2218.02,47.84,2022,2,1,Feb,2022-02,6,No Discount,₹2K–10K,True,233349.9,Gold,0.0072
ORD-03088,2022-02-15,2022-02-22,Standard Class,CUST-0138,Amit Tiwari,Corporate,South,Hyderabad,Electronics,Tablet Ultra,3,24820.37,0.05,70738.05,14193.94,20.07,2022,2,1,Feb,2022-02,7,Low (1-10%),₹30K–1L,True,177913.56,Gold,0.1091
ORD-04700,2022-02-15,2022-02-17,First Class,CUST-0035,Rajesh Chopra,Home Office,South,Kochi,Clothing,Winter Jacket,1,4556.43,0.2,3645.14,1102.29,30.24,2022,2,1,Feb,2022-02,2,Medium (11-20%),₹2K–10K,True,195474.09,Gold,0.0056
ORD-00585,2022-02-16,2022-02-23,Standard Class,CUST-0253,Akash Kumar,Home Office,East,Kolkata,Electronics,Mechanical Keyboard,1,4349.59,0.0,4349.59,1400.57,32.2,2022,2,1,Feb,2022-02,7,No Discount,₹2K–10K,True,323180.72000000003,Platinum,0.0067
ORD-02309,2022-02-17,2022-02-22,Standard Class,CUST-0241,Aisha Kapoor,Home Office,South,Kochi,Home & Kitchen,Non-Stick Cookware Set,4,3983.18,0.15,13542.81,3737.0,27.59,2022,2,1,Feb,2022-02,5,Medium (11-20%),₹10K–30K,True,160925.26,Gold,0.0209
ORD-04206,2022-02-17,2022-02-22,Standard Class,CUST-0272,Priya Malhotra,Corporate,East,Bhubaneswar,Sports & Fitness,Cricket Bat SS,4,3329.82,0.1,11987.35,3436.44,28.67,2022,2,1,Feb,2022-02,5,Low (1-10%),₹10K–30K,True,308159.61,Platinum,0.0185
ORD-04492,2022-02-17,2022-02-20,Second Class,CUST-0092,Akash Sharma,Corporate,East,Bhubaneswar,Books & Stationery,Novel - Bestseller,5,354.69,0.0,1773.45,734.21,41.4,2022,2,1,Feb,2022-02,3,No Discount,< ₹2K,True,211013.7,Gold,0.0027
ORD-04509,2022-02-18,2022-02-19,Same Day,CUST-0011,Sandeep Iyer,Consumer,East,Kolkata,Sports & Fitness,Running Shoes Pro,2,4674.41,0.2,7479.06,1541.29,20.61,2022,2,1,Feb,2022-02,1,Medium (11-20%),₹2K–10K,True,288331.41,Gold,0.0115
ORD-04777,2022-02-18,2022-02-23,Standard Class,CUST-0202,Kavya Chatterjee,Consumer,East,Kolkata,Home & Kitchen,Vacuum Cleaner,1,6420.58,0.0,6420.58,1772.08,27.6,2022,2,1,Feb,2022-02,5,No Discount,₹2K–10K,True,381254.03,Platinum,0.0099
ORD-04767,2022-02-18,2022-02-24,Standard Class,CUST-0296,Ravi Kapoor,Corporate,North,Delhi,Sports & Fitness,Yoga Mat Premium,1,1730.58,0.15,1470.99,483.22,32.85,2022,2,1,Feb,2022-02,6,Medium (11-20%),< ₹2K,True,454514.35,Platinum,0.0023
ORD-01692,2022-02-18,2022-02-20,First Class,CUST-0022,Ananya Mehta,Consumer,North,Jaipur,Electronics,"Laptop Pro 15""",1,54955.32,0.0,54955.32,12090.17,22.0,2022,2,1,Feb,2022-02,2,No Discount,₹30K–1L,True,165920.06,Gold,0.0848
ORD-03481,2022-02-19,2022-02-23,Second Class,CUST-0038,Anjali Mishra,Consumer,South,Chennai,Electronics,"Laptop Air 13""",1,41652.83,0.2,33322.26,4478.51,13.44,2022,2,1,Feb,2022-02,4,Medium (11-20%),₹30K–1L,True,69418.02,Silver,0.0514
ORD-03355,2022-02-22,2022-03-01,Standard Class,CUST-0133,Dhruv Mehta,Consumer,North,Lucknow,Home & Kitchen,LED Desk Lamp,2,1510.54,0.05,2870.03,1175.28,40.95,2022,2,1,Feb,2022-02,7,Low (1-10%),₹2K–10K,True,112196.59,Silver,0.0044
ORD-02149,2022-02-22,2022-02-28,Standard Class,CUST-0102,Vikas Pandey,Corporate,South,Hyderabad,Home & Kitchen,Pressure Cooker 5L,4,2072.36,0.15,7046.02,2160.31,30.66,2022,2,1,Feb,2022-02,6,Medium (11-20%),₹2K–10K,True,112425.71,Silver,0.0109
ORD-03847,2022-02-22,2022-02-25,Second Class,CUST-0295,Gaurav Kumar,Consumer,North,Delhi,Electronics,Smartwatch Series 5,1,7640.09,0.25,5730.07,787.88,13.75,2022,2,1,Feb,2022-02,3,High (21-30%),₹2K–10K,True,131525.05,Silver,0.0088
ORD-02336,2022-02-23,2022-02-26,First Class,CUST-0069,Amit Kumar,Consumer,South,Hyderabad,Clothing,Denim Jeans,4,2150.51,0.05,8171.94,3747.98,45.86,2022,2,1,Feb,2022-02,3,Low (1-10%),₹2K–10K,True,97089.81,Silver,0.0126
ORD-01389,2022-02-23,2022-02-27,First Class,CUST-0171,Vikas Kapoor,Corporate,North,Lucknow,Sports & Fitness,Protein Powder 2kg,1,2739.66,0.1,2465.69,606.56,24.6,2022,2,1,Feb,2022-02,4,Low (1-10%),₹2K–10K,True,169123.78999999998,Gold,0.0038
ORD-03607,2022-02-23,2022-02-26,Second Class,CUST-0025,Amit Pillai,Consumer,West,Pune,Clothing,Men's Formal Shirt,1,1186.61,0.05,1127.28,620.62,55.05,2022,2,1,Feb,2022-02,3,Low (1-10%),< ₹2K,True,172900.09,Gold,0.0017
ORD-03318,2022-02-24,2022-03-03,Standard Class,CUST-0269,Priya Malhotra,Consumer,East,Kolkata,Sports & Fitness,Resistance Bands Set,2,924.36,0.0,1848.72,884.42,47.84,2022,2,1,Feb,2022-02,7,No Discount,< ₹2K,True,473939.66,Platinum,0.0029
ORD-00801,2022-02-25,2022-03-04,Standard Class,CUST-0255,Kavya Chopra,Consumer,South,Bangalore,Sports & Fitness,Cycling Helmet,3,2272.26,0.1,6135.1,2112.93,34.44,2022,2,1,Feb,2022-02,7,Low (1-10%),₹2K–10K,True,277202.4,Gold,0.0095
ORD-04901,2022-02-25,2022-03-03,Standard Class,CUST-0156,Neha Malhotra,Consumer,East,Patna,Sports & Fitness,Running Shoes Pro,3,4555.39,0.4,8199.7,739.28,9.02,2022,2,1,Feb,2022-02,6,Very High (>30%),₹2K–10K,True,70423.22,Silver,0.0127
ORD-03564,2022-02-25,2022-03-02,Standard Class,CUST-0205,Suresh Malhotra,Corporate,West,Ahmedabad,Clothing,Sneakers Classic,4,3301.0,0.15,11223.4,3785.2,33.73,2022,2,1,Feb,2022-02,5,Medium (11-20%),₹10K–30K,True,82444.77,Silver,0.0173
ORD-03625,2022-02-25,2022-03-04,Standard Class,CUST-0009,Rahul Kumar,Corporate,South,Hyderabad,Electronics,Wireless Earbuds,2,3402.11,0.15,5783.59,1329.94,23.0,2022,2,1,Feb,2022-02,7,Medium (11-20%),₹2K–10K,True,290324.96,Gold,0.0089
ORD-00236,2022-02-26,2022-03-03,Second Class,CUST-0074,Arjun Pandey,Corporate,South,Kochi,Books & Stationery,Highlighter Pack,3,178.84,0.2,429.22,158.64,36.96,2022,2,1,Feb,2022-02,5,Medium (11-20%),< ₹2K,True,110033.17,Silver,0.0007
ORD-04380,2022-02-26,2022-03-01,Second Class,CUST-0189,Ravi Shah,Corporate,South,Bangalore,Electronics,"Laptop Pro 15""",1,53849.73,0.1,48464.76,9180.19,18.94,2022,2,1,Feb,2022-02,3,Low (1-10%),₹30K–1L,True,247493.41,Gold,0.0748
ORD-01141,2022-02-26,2022-03-02,Second Class,CUST-0018,Sneha Iyer,Corporate,South,Hyderabad,Electronics,"Laptop Air 13""",3,40560.26,0.1,109512.7,18858.08,17.22,2022,2,1,Feb,2022-02,4,Low (1-10%),> ₹1L,True,250999.7,Gold,0.169
ORD-04094,2022-02-26,2022-03-04,Standard Class,CUST-0040,Rohit Kapoor,Consumer,North,Delhi,Sports & Fitness,Football Nike,3,1734.62,0.1,4683.47,1536.18,32.8,2022,2,1,Feb,2022-02,6,Low (1-10%),₹2K–10K,True,393588.15,Platinum,0.0072
ORD-04164,2022-02-26,2022-03-04,Standard Class,CUST-0216,Rahul Kumar,Consumer,North,Delhi,Clothing,Men's Formal Shirt,3,1215.08,0.0,3645.24,2004.88,55.0,2022,2,1,Feb,2022-02,6,No Discount,₹2K–10K,True,205741.04,Gold,0.0056
ORD-04969,2022-02-27,2022-03-05,Standard Class,CUST-0154,Vikram Kumar,Consumer,West,Pune,Home & Kitchen,Pressure Cooker 5L,2,1995.7,0.2,3193.12,899.18,28.16,2022,2,1,Feb,2022-02,6,Medium (11-20%),₹2K–10K,True,182833.97,Gold,0.0049
ORD-00685,2022-02-27,2022-03-04,Standard Class,CUST-0246,Farhan Chatterjee,Home Office,West,Pune,Books & Stationery,Data Science Handbook,4,641.71,0.0,2566.84,1129.41,44.0,2022,2,1,Feb,2022-02,5,No Discount,₹2K–10K,True,93603.29,Silver,0.004
ORD-01052,2022-02-27,2022-03-02,Second Class,CUST-0256,Aisha Shah,Corporate,East,Ranchi,Electronics,Smartphone Lite,2,10139.11,0.0,20278.22,2798.39,13.8,2022,2,1,Feb,2022-02,3,No Discount,₹10K–30K,True,434456.63,Platinum,0.0313
ORD-03515,2022-02-27,2022-03-04,Standard Class,CUST-0287,Nikhil Pandey,Consumer,West,Nagpur,Sports & Fitness,Jump Rope Speed,4,460.42,0.0,1841.68,1174.99,63.8,2022,2,1,Feb,2022-02,5,No Discount,< ₹2K,True,200580.67,Gold,0.0028
ORD-00627,2022-02-27,2022-03-04,Second Class,CUST-0215,Gaurav Das,Corporate,South,Chennai,Sports & Fitness,Protein Powder 2kg,3,2858.07,0.05,8145.5,2334.91,28.67,2022,2,1,Feb,2022-02,5,Low (1-10%),₹2K–10K,True,264073.03,Gold,0.0126
ORD-00432,2022-02-28,2022-03-07,Standard Class,CUST-0289,Priya Das,Consumer,North,Lucknow,Clothing,Casual Dress,2,2475.44,0.1,4455.79,1936.49,43.46,2022,2,1,Feb,2022-02,7,Low (1-10%),₹2K–10K,True,627339.55,Platinum,0.0069
ORD-03526,2022-02-28,2022-03-05,Second Class,CUST-0294,Zara Yadav,Consumer,East,Guwahati,Electronics,"Laptop Air 13""",1,43485.52,0.05,41311.24,6917.16,16.74,2022,2,1,Feb,2022-02,5,Low (1-10%),₹30K–1L,True,274765.95,Gold,0.0637
ORD-02257,2022-02-28,2022-03-05,Standard Class,CUST-0123,Yash Malhotra,Consumer,South,Coimbatore,Electronics,"Laptop Pro 15""",4,55767.55,0.15,189609.67,31973.88,16.86,2022,2,1,Feb,2022-02,5,Medium (11-20%),> ₹1L,True,281423.02,Gold,0.2926
ORD-03961,2022-02-28,2022-03-04,First Class,CUST-0275,Rajesh Yadav,Consumer,East,Kolkata,Electronics,Smartphone Lite,1,10126.37,0.0,10126.37,1397.44,13.8,2022,2,1,Feb,2022-02,4,No Discount,₹10K–30K,True,99078.2,Silver,0.0156
ORD-02976,2022-02-28,2022-03-03,Second Class,CUST-0285,Priya Kapoor,Corporate,East,Patna,Clothing,Sports T-Shirt,1,766.33,0.1,689.7,312.18,45.26,2022,2,1,Feb,2022-02,3,Low (1-10%),< ₹2K,True,96068.06,Silver,0.0011
ORD-04009,2022-03-01,2022-03-03,Same Day,CUST-0106,Nikhil Sharma,Consumer,South,Kochi,Electronics,Tablet Ultra,1,25933.35,0.0,25933.35,5718.3,22.05,2022,3,1,Mar,2022-03,2,No Discount,₹10K–30K,True,127756.34,Silver,0.04
ORD-01375,2022-03-01,2022-03-06,Standard Class,CUST-0165,Ravi Singh,Consumer,North,Jaipur,Sports & Fitness,Running Shoes Pro,1,4318.57,0.15,3670.78,937.88,25.55,2022,3,1,Mar,2022-03,5,Medium (11-20%),₹2K–10K,True,162804.31,Gold,0.0057
ORD-01722,2022-03-01,2022-03-06,Second Class,CUST-0174,Chetan Kapoor,Consumer,West,Surat,Home & Kitchen,Bedsheet Set King,2,1887.55,0.1,3397.59,1685.54,49.61,2022,3,1,Mar,2022-03,5,Low (1-10%),₹2K–10K,True,235775.15,Gold,0.0052
